graph_name,motif,sample_size,average_count,standard_deviation,z_score,significance_profile
117503822947457399073_sample_0.4,motif_13,0.4,5.84,2.9535289626704753,361.3169240890437,0.8601218405278688
117798157258572080176_sample_0.1,motif_1,0.1,48.28,9.002407085515149,-5.363010086233759,-0.8072676406619435
117798157258572080176_sample_0.1,motif_2,0.1,0.44,0.7118052168020874,-0.618146635643918,-0.09304658542788972
117798157258572080176_sample_0.1,motif_3,0.1,4.68,1.7492855684535902,-2.6753779282231376,-0.4027115357361633
117798157258572080176_sample_0.1,motif_4,0.1,0.44,0.5066228051190221,-0.8684962373468951,-0.13073048477877575
117798157258572080176_sample_0.1,motif_5,0.1,0.44,0.6506407098647712,2.3976366316276607,0.36090449871556446
117798157258572080176_sample_0.1,motif_6,0.1,0.0,0.0,1.0,0.15052510207543862
117798157258572080176_sample_0.1,motif_7,0.1,0.0,0.0,0.0,0.0
117798157258572080176_sample_0.1,motif_8,0.1,0.32,0.5567764362830021,-0.5747369664856797,-0.08651234054678489
117798157258572080176_sample_0.1,motif_9,0.1,0.0,0.0,0.0,0.0
117798157258572080176_sample_0.1,motif_10,0.1,0.0,0.0,0.0,0.0
117798157258572080176_sample_0.1,motif_11,0.1,0.0,0.0,0.0,0.0
117798157258572080176_sample_0.1,motif_12,0.1,0.0,0.0,0.0,0.0
117798157258572080176_sample_0.1,motif_13,0.1,0.0,0.0,0.0,0.0
117798157258572080176_sample_0.2,motif_1,0.2,187.2,19.39286810488158,-9.498337172397573,-0.4943294608727606
117798157258572080176_sample_0.2,motif_2,0.2,10.12,3.4317148288671464,-2.3661639748430137,-0.12314413994691327
117798157258572080176_sample_0.2,motif_3,0.2,51.96,18.983501608853235,-2.6844362568091262,-0.1397082356090741
117798157258572080176_sample_0.2,motif_4,0.2,3.88,2.570992026436488,0.4356295112872719,0.022671810607092186
117798157258572080176_sample_0.2,motif_5,0.2,13.2,12.96469565139627,-0.09255905670803478,-0.004817124068235693
117798157258572080176_sample_0.2,motif_6,0.2,0.52,0.8717797887081347,10.874305785464628,0.5659400817982742
117798157258572080176_sample_0.2,motif_7,0.2,2.64,2.138535324312725,-1.2344897790493286,-0.06424752626215202
117798157258572080176_sample_0.2,motif_8,0.2,1.64,1.1860297916438132,-1.3827645912055828,-0.0719643093815398
117798157258572080176_sample_0.2,motif_9,0.2,0.32,0.5567764362830022,1.221316053782069,0.06356191567675665
117798157258572080176_sample_0.2,motif_10,0.2,0.28,0.5416025603090641,1.3293881025767933,0.06918639464043883
117798157258572080176_sample_0.2,motif_11,0.2,0.64,0.8602325267042628,0.41849149947774933,0.021779883527176382
117798157258572080176_sample_0.2,motif_12,0.2,0.12,0.33166247903553997,11.698640169617228,0.6088415670057291
117798157258572080176_sample_0.2,motif_13,0.2,0.0,0.0,2.0,0.10408757909948606
117798157258572080176_sample_0.3,motif_1,0.3,177.0,7.905694150420948,-21.25050587633151,-0.41054352465350513
117798157258572080176_sample_0.3,motif_2,0.3,46.36,7.653321718922662,-2.7909450019836344,-0.05391892338453103
117798157258572080176_sample_0.3,motif_3,0.3,180.6,28.235615806991,-6.112847021996421,-0.11809553036914928
117798157258572080176_sample_0.3,motif_4,0.3,17.6,6.776183783418706,0.649333037685132,0.01254461778541157
117798157258572080176_sample_0.3,motif_5,0.3,18.44,7.274842495431315,2.9636380462587235,0.057255220952806996
117798157258572080176_sample_0.3,motif_6,0.3,1.92,2.05993527406405,34.02048641156527,0.6572497842221626
117798157258572080176_sample_0.3,motif_7,0.3,6.64,3.8824390958949158,-1.7102650771832537,-0.033041013562912065
117798157258572080176_sample_0.3,motif_8,0.3,2.72,2.208317610006918,-1.2317068829566955,-0.023795635172724563
117798157258572080176_sample_0.3,motif_9,0.3,0.48,0.7702813338860895,-0.6231489442673982,-0.012038761121851108
117798157258572080176_sample_0.3,motif_10,0.3,1.28,1.458309523615157,5.293800715819286,0.10227218200515058
117798157258572080176_sample_0.3,motif_11,0.3,2.04,1.3686976778431872,-0.7598463976638337,-0.014679651397834457
117798157258572080176_sample_0.3,motif_12,0.3,0.64,0.7571877794400365,9.720178005834887,0.1877864066859488
117798157258572080176_sample_0.3,motif_13,0.3,0.04,0.2,29.799999999999997,0.5757132138816853
117798157258572080176_sample_0.4,motif_1,0.4,183.2,17.238522751867883,-9.467168524189024,-0.05432217771150449
117798157258572080176_sample_0.4,motif_2,0.4,363.96,58.28699111579987,8.819120530321198,0.05060370811856064
117798157258572080176_sample_0.4,motif_3,0.4,468.76,46.43569029672471,-9.836399482408837,-0.05644080797331489
117798157258572080176_sample_0.4,motif_4,0.4,144.76,35.26835219664603,10.639567108431134,0.06104934688349002
117798157258572080176_sample_0.4,motif_5,0.4,86.8,22.581334474885818,0.8502597586229274,0.004878751401841357
117798157258572080176_sample_0.4,motif_6,0.4,12.44,5.058655947976694,116.74247192798428,0.6698629363519785
117798157258572080176_sample_0.4,motif_7,0.4,51.08,12.24377392800112,-3.2735004938582146,-0.01878319532516153
117798157258572080176_sample_0.4,motif_8,0.4,17.56,5.385783756025363,-3.260435397235303,-0.018708228401444642
117798157258572080176_sample_0.4,motif_9,0.4,9.56,4.388241865105735,4.4300201760942794,0.025419252087514548
117798157258572080176_sample_0.4,motif_10,0.4,6.28,3.021037349432586,6.527559152389767,0.03745483429311294
117798157258572080176_sample_0.4,motif_11,0.4,16.88,7.007852738178793,-1.1244528523080608,-0.006452058766590833
117798157258572080176_sample_0.4,motif_12,0.4,5.96,3.8673849907484854,32.59049727438863,0.18700277491862824
117798157258572080176_sample_0.4,motif_13,0.4,0.52,0.8225975119502044,123.36531356557647,0.7078644971642968
113455290791279442483_sample_0.1,motif_1,0.1,10.44,3.6864617182333523,5.848426390368733,0.5627717484941666
113455290791279442483_sample_0.1,motif_2,0.1,1.28,1.208304597359457,-1.0593355374110311,-0.10193581535241424
113455290791279442483_sample_0.1,motif_3,0.1,3.8,2.217355782608345,0.09019752336033954,0.008679363395072389
113455290791279442483_sample_0.1,motif_4,0.1,0.28,0.541602560309064,-0.5169842621131976,-0.04974742224892177
113455290791279442483_sample_0.1,motif_5,0.1,2.28,2.0518284528683193,1.8130170652423152,0.17445971202381008
113455290791279442483_sample_0.1,motif_6,0.1,0.04,0.2,-0.19999999999999998,-0.019245236613422943
113455290791279442483_sample_0.1,motif_7,0.1,2.28,1.8147543451754933,4.805058063744019,0.46237239688994775
113455290791279442483_sample_0.1,motif_8,0.1,0.0,0.0,0.0,0.0
113455290791279442483_sample_0.1,motif_9,0.1,0.12,0.33166247903553997,-0.36181361349331637,-0.03481594300818215
113455290791279442483_sample_0.1,motif_10,0.1,0.6,1.0408329997330663,6.148921106115346,0.5916872080223008
113455290791279442483_sample_0.1,motif_11,0.1,0.12,0.33166247903554,2.6532998322843198,0.25531691539333573
113455290791279442483_sample_0.1,motif_12,0.1,0.0,0.0,1.0,0.09622618306711472
113455290791279442483_sample_0.1,motif_13,0.1,0.0,0.0,0.0,0.0
113455290791279442483_sample_0.2,motif_1,0.2,78.72,15.045818909805694,8.459493016830661,0.189983766406349
113455290791279442483_sample_0.2,motif_2,0.2,38.2,11.43459662602927,1.8190409928979643,0.04085212416284661
113455290791279442483_sample_0.2,motif_3,0.2,59.08,11.291294581815379,-2.132616399786506,-0.04789441815547266
113455290791279442483_sample_0.2,motif_4,0.2,8.72,4.4489699182320095,4.783129666216428,0.10741979305258528
113455290791279442483_sample_0.2,motif_5,0.2,23.16,9.973631902839273,6.100084762771343,0.1369960441274135
113455290791279442483_sample_0.2,motif_6,0.2,2.24,1.9849433241279208,6.932187852791926,0.15568346177359513
113455290791279442483_sample_0.2,motif_7,0.2,29.36,9.805950574353648,9.54930368962952,0.2144587953325782
113455290791279442483_sample_0.2,motif_8,0.2,2.52,2.2568414506414345,-1.1166048014953691,-0.02507677296422436
113455290791279442483_sample_0.2,motif_9,0.2,2.04,1.4571661996262928,17.815400883343123,0.40009926754742725
113455290791279442483_sample_0.2,motif_10,0.2,5.8,3.013856886670854,28.9330261120402,0.6497795155528141
113455290791279442483_sample_0.2,motif_11,0.2,2.92,2.2158519806160335,3.646452953844716,0.08189224399342551
113455290791279442483_sample_0.2,motif_12,0.2,1.72,1.8147543451754933,12.27714376837348,0.2757207800972549
113455290791279442483_sample_0.2,motif_13,0.2,0.2,0.5,19.6,0.44017789413100233
113455290791279442483_sample_0.3,motif_1,0.3,212.0,27.090896379903466,9.228192249314226,0.12207718801881465
113455290791279442483_sample_0.3,motif_2,0.3,140.88,18.55693940282179,8.413025263005396,0.11129357073323538
113455290791279442483_sample_0.3,motif_3,0.3,165.2,19.6871362400257,0.7517599217864045,0.009944822868612018
113455290791279442483_sample_0.3,motif_4,0.3,25.44,8.406743325053604,10.177543989598902,0.13463589808506124
113455290791279442483_sample_0.3,motif_5,0.3,48.44,13.36687447885007,9.31855836583839,0.123272616234809
113455290791279442483_sample_0.3,motif_6,0.3,3.72,2.4752104287649295,12.637309392562623,0.16717545030365447
113455290791279442483_sample_0.3,motif_7,0.3,63.96,8.344059763288692,22.775484043884465,0.301290542365046
113455290791279442483_sample_0.3,motif_8,0.3,5.48,2.8594871335025567,-1.5667145158693174,-0.020725630476521328
113455290791279442483_sample_0.3,motif_9,0.3,3.84,2.3923489154664153,8.844863666500178,0.11700624083729555
113455290791279442483_sample_0.3,motif_10,0.3,9.72,4.712748667179272,31.25140133733287,0.4134160942726925
113455290791279442483_sample_0.3,motif_11,0.3,5.8,3.1091263510296048,5.210466919311683,0.068927817343846
113455290791279442483_sample_0.3,motif_12,0.3,1.76,1.2342339054382412,39.89519310970175,0.5277624109599478
113455290791279442483_sample_0.3,motif_13,0.3,0.12,0.33166247903553997,44.86488807317123,0.5935051230817834
113455290791279442483_sample_0.4,motif_1,0.4,432.68,54.1746558210879,7.370974378106923,0.06592714051250927
113455290791279442483_sample_0.4,motif_2,0.4,249.64,34.11729766555376,2.707131171565517,0.024213001969412725
113455290791279442483_sample_0.4,motif_3,0.4,417.0,46.16726834746308,-1.7328294019456763,-0.01549869550565718
113455290791279442483_sample_0.4,motif_4,0.4,66.0,14.668560483792083,8.4534539116509,0.07560900571093337
113455290791279442483_sample_0.4,motif_5,0.4,125.64,23.14245737456015,16.781277533081393,0.1500943545793483
113455290791279442483_sample_0.4,motif_6,0.4,10.92,6.0547502012882415,22.30975606082967,0.1995419258260766
113455290791279442483_sample_0.4,motif_7,0.4,125.48,22.03996370232946,5.921969825485919,0.052967018574268984
113455290791279442483_sample_0.4,motif_8,0.4,13.04,4.40151489073175,-2.9626163545324515,-0.026498101156075628
113455290791279442483_sample_0.4,motif_9,0.4,8.76,3.8652296180175374,5.753862563902948,0.05146344109766404
113455290791279442483_sample_0.4,motif_10,0.4,21.32,6.440238090836911,42.18477580612165,0.3773071916135401
113455290791279442483_sample_0.4,motif_11,0.4,17.2,4.983305462575351,2.16723620117371,0.019384097438047473
113455290791279442483_sample_0.4,motif_12,0.4,5.36,2.6595739007091597,41.97664895501939,0.37544567270800716
113455290791279442483_sample_0.4,motif_13,0.4,0.32,0.5567764362830022,89.22791404690176,0.7980683319806894
113597493946570654755_sample_0.1,motif_1,0.1,78.92,12.318414400130129,0.5747492956500316,0.013874601276118465
113597493946570654755_sample_0.1,motif_2,0.1,28.12,6.942141840479301,3.151765046403799,0.0760844487602241
113597493946570654755_sample_0.1,motif_3,0.1,41.48,11.913297892131578,-2.306666067516856,-0.05568353403156845
113597493946570654755_sample_0.1,motif_4,0.1,3.76,2.046948949045872,2.0713755474831737,0.05000355812863891
113597493946570654755_sample_0.1,motif_5,0.1,8.2,5.392896562454479,5.89664563963504,0.14234659830938798
113597493946570654755_sample_0.1,motif_6,0.1,0.4,0.7071067811865476,13.57645019878171,0.3277391284840719
113597493946570654755_sample_0.1,motif_7,0.1,10.76,4.867237409455183,2.7202289278677343,0.06566705177296889
113597493946570654755_sample_0.1,motif_8,0.1,0.92,1.255653880122491,-0.7326859850186204,-0.017687235077402233
113597493946570654755_sample_0.1,motif_9,0.1,0.48,0.8225975119502045,10.357434682486316,0.2500312354457261
113597493946570654755_sample_0.1,motif_10,0.1,1.72,1.5947831618540915,21.495085237886602,0.5188970901383309
113597493946570654755_sample_0.1,motif_11,0.1,0.68,1.0692676621563626,-0.6359492801163208,-0.015351985222477304
113597493946570654755_sample_0.1,motif_12,0.1,0.24,0.5228129047119374,3.366405044974426,0.08126591556777533
113597493946570654755_sample_0.1,motif_13,0.1,0.04,0.2,29.799999999999997,0.7193799473224417
113597493946570654755_sample_0.2,motif_1,0.2,662.88,58.94794313629611,8.687665298446547,0.04707214136490925
113597493946570654755_sample_0.2,motif_2,0.2,491.4,45.991847103590004,10.319220250733395,0.05591235133160733
113597493946570654755_sample_0.2,motif_3,0.2,505.0,55.91362386157182,-3.237135916071382,-0.017539685775646095
113597493946570654755_sample_0.2,motif_4,0.2,51.92,12.596031120952345,9.29499132510463,0.05036279951060805
113597493946570654755_sample_0.2,motif_5,0.2,76.08,18.09447429465692,13.756685933312973,0.07453747845020656
113597493946570654755_sample_0.2,motif_6,0.2,3.64,2.782085548648711,10.193791493498379,0.05523274409664085
113597493946570654755_sample_0.2,motif_7,0.2,149.84,30.536426335334877,12.0564206157283,0.0653249769739458
113597493946570654755_sample_0.2,motif_8,0.2,7.32,3.4607320998116378,-2.115159390811677,-0.011460510785493308
113597493946570654755_sample_0.2,motif_9,0.2,7.64,2.675194696964441,54.33623211235461,0.2944085334050136
113597493946570654755_sample_0.2,motif_10,0.2,11.24,4.57602447545902,42.34243086747563,0.2294228452705363
113597493946570654755_sample_0.2,motif_11,0.2,8.0,3.476108935769035,1.150711923564922,0.006234871219776414
113597493946570654755_sample_0.2,motif_12,0.2,1.6,1.4719601443879746,55.300410347622055,0.2996327141983958
113597493946570654755_sample_0.2,motif_13,0.2,0.04,0.2,159.79999999999998,0.8658400078393373
113597493946570654755_sample_0.3,motif_1,0.3,1800.44,118.86970457886513,5.767323157980588,0.037328961491555644
113597493946570654755_sample_0.3,motif_2,0.3,1075.6,75.71272460205527,7.54694805930269,0.048847572048160405
113597493946570654755_sample_0.3,motif_3,0.3,1441.32,109.90780985292476,-7.11796551170364,-0.04607098530917811
113597493946570654755_sample_0.3,motif_4,0.3,143.48,40.19651726207135,3.91874746195071,0.025364067366308286
113597493946570654755_sample_0.3,motif_5,0.3,239.28,61.1654314135035,10.08281942508864,0.06526098290931073
113597493946570654755_sample_0.3,motif_6,0.3,11.76,6.722350779303324,17.73784259624094,0.11480807041341487
113597493946570654755_sample_0.3,motif_7,0.3,322.84,40.99865851463923,13.979969607916416,0.09048526202748057
113597493946570654755_sample_0.3,motif_8,0.3,26.6,7.783529619223745,-3.4174727021406044,-0.02211956975570583
113597493946570654755_sample_0.3,motif_9,0.3,18.2,5.385164807134504,32.27384977517162,0.20889228198953097
113597493946570654755_sample_0.3,motif_10,0.3,28.56,9.147312902340957,34.812409217848625,0.22532309141081117
113597493946570654755_sample_0.3,motif_11,0.3,21.32,7.803418054502356,0.7278861596711196,0.0047112384169076945
113597493946570654755_sample_0.3,motif_12,0.3,5.96,3.1554186198770307,28.851956259150146,0.18674409854483984
113597493946570654755_sample_0.3,motif_13,0.3,0.16,0.4725815626252608,141.43590289196615,0.915442958189682
113597493946570654755_sample_0.4,motif_1,0.4,5529.56,292.3452696156835,11.775254665572062,0.037824462216136855
113597493946570654755_sample_0.4,motif_2,0.4,3847.24,196.86824697412905,10.823279186714192,0.03476652745774673
113597493946570654755_sample_0.4,motif_3,0.4,5036.28,271.15701478417753,-7.273571740601289,-0.023364160461269184
113597493946570654755_sample_0.4,motif_4,0.4,696.08,70.1830463858616,21.670760651198947,0.0696107974499079
113597493946570654755_sample_0.4,motif_5,0.4,980.56,105.76510136461206,31.091919334181046,0.0998734347140145
113597493946570654755_sample_0.4,motif_6,0.4,66.6,18.29617446353199,50.36025437101828,0.1617671628131264
113597493946570654755_sample_0.4,motif_7,0.4,1425.84,135.44269390902315,17.49197340678534,0.056187700903408015
113597493946570654755_sample_0.4,motif_8,0.4,114.6,13.063945294843617,-8.542595477956333,-0.027440517344259337
113597493946570654755_sample_0.4,motif_9,0.4,107.24,21.380053008977008,57.331943914513715,0.18416161755826022
113597493946570654755_sample_0.4,motif_10,0.4,151.32,27.9161243728423,56.622473051371564,0.1818826559036278
113597493946570654755_sample_0.4,motif_11,0.4,117.72,15.385382673173911,-0.8917555248022729,-0.0028644962773105506
113597493946570654755_sample_0.4,motif_12,0.4,44.24,13.295613311665369,56.541957289056924,0.1816240232459089
113597493946570654755_sample_0.4,motif_13,0.4,2.48,1.6862186493255653,287.34114653149686,0.922996966842588
111213696402662884531_sample_0.1,motif_1,0.1,62.36,15.181897114655994,4.191834493369376,0.0796197330722384
111213696402662884531_sample_0.1,motif_2,0.1,19.04,5.045460005457051,3.3614378038189705,0.06384717266446094
111213696402662884531_sample_0.1,motif_3,0.1,32.24,9.479275640399253,-2.1351842448530722,-0.04055570416822519
111213696402662884531_sample_0.1,motif_4,0.1,1.64,1.8681541692269406,4.475005402503501,0.08499828325945244
111213696402662884531_sample_0.1,motif_5,0.1,5.8,4.0722639076235385,15.028495546526267,0.2854513473240572
111213696402662884531_sample_0.1,motif_6,0.1,0.08,0.27688746209726917,43.049981063471066,0.8176916351206828
111213696402662884531_sample_0.1,motif_7,0.1,8.12,4.567274898667694,2.3821644725553464,0.0452468483044932
111213696402662884531_sample_0.1,motif_8,0.1,0.28,0.45825756949558405,-0.6110100926607787,-0.011605529884122752
111213696402662884531_sample_0.1,motif_9,0.1,0.2,0.40824829046386313,6.858571279792896,0.13027174985506082
111213696402662884531_sample_0.1,motif_10,0.1,0.56,1.121011448053349,13.773275934703218,0.26160969742149665
111213696402662884531_sample_0.1,motif_11,0.1,0.48,0.7702813338860894,-0.6231489442673983,-0.011836095314664287
111213696402662884531_sample_0.1,motif_12,0.1,0.04,0.2,19.799999999999997,0.37608133558802814
111213696402662884531_sample_0.1,motif_13,0.1,0.0,0.0,2.0,0.03798801369576042
111213696402662884531_sample_0.2,motif_1,0.2,470.6,44.08987034077858,9.920646094426141,0.09923022427487532
111213696402662884531_sample_0.2,motif_2,0.2,195.48,22.340396892923216,5.528997564010491,0.05530321947481351
111213696402662884531_sample_0.2,motif_3,0.2,318.08,37.38863463674489,-4.602468147656904,-0.046035705957353026
111213696402662884531_sample_0.2,motif_4,0.2,31.92,9.420368004135153,9.24380023814096,0.09246014443537434
111213696402662884531_sample_0.2,motif_5,0.2,94.04,23.546903547317356,17.367888698324915,0.1737204889996174
111213696402662884531_sample_0.2,motif_6,0.2,4.08,2.5152865973217975,48.074044575577204,0.4808555994871242
111213696402662884531_sample_0.2,motif_7,0.2,87.92,17.303467860518598,7.9221114001532635,0.07924009015999754
111213696402662884531_sample_0.2,motif_8,0.2,7.44,2.9591665493288253,-2.5142214457944188,-0.02514823687572669
111213696402662884531_sample_0.2,motif_9,0.2,4.48,2.4000000000000004,21.049999999999994,0.21055042192863863
111213696402662884531_sample_0.2,motif_10,0.2,16.12,6.703978918025721,33.24592793702232,0.33253891470542357
111213696402662884531_sample_0.2,motif_11,0.2,9.32,3.249615361854384,0.5169842621131974,0.005171080974745826
111213696402662884531_sample_0.2,motif_12,0.2,2.76,2.06720423116182,41.718180864757116,0.4172817379178086
111213696402662884531_sample_0.2,motif_13,0.2,0.24,0.5972157622389639,61.5522937006663,0.6156703757411296
111213696402662884531_sample_0.3,motif_1,0.3,1528.48,143.23818159508542,13.882611311146574,0.1119633581828326
111213696402662884531_sample_0.3,motif_2,0.3,619.6,54.954526656136345,9.815387972953623,0.07916117326117873
111213696402662884531_sample_0.3,motif_3,0.3,933.88,82.78904919532937,-4.226162800523367,-0.03408403280685676
111213696402662884531_sample_0.3,motif_4,0.3,91.0,23.139072294858035,6.1800230440430175,0.04984192945766486
111213696402662884531_sample_0.3,motif_5,0.3,244.44,51.32257463014367,15.150448035849507,0.122188470313667
111213696402662884531_sample_0.3,motif_6,0.3,10.96,4.911551010967242,24.23674308465692,0.19546950399698348
111213696402662884531_sample_0.3,motif_7,0.3,276.52,42.3193415197669,12.913244402556339,0.10414540722500881
111213696402662884531_sample_0.3,motif_8,0.3,17.8,5.880759588125784,-2.686727753996743,-0.02166847829406312
111213696402662884531_sample_0.3,motif_9,0.3,11.12,3.722902093797257,12.860934505845071,0.10372352753892351
111213696402662884531_sample_0.3,motif_10,0.3,38.2,10.041580220928045,59.831220463473414,0.4825392152187707
111213696402662884531_sample_0.3,motif_11,0.3,21.8,4.672615256292062,5.607138307550475,0.04522161001546514
111213696402662884531_sample_0.3,motif_12,0.3,6.28,3.2726136343907144,35.054550526358796,0.28271519734688577
111213696402662884531_sample_0.3,motif_13,0.3,0.2,0.4082482904638631,95.04020201998729,0.7664998999135529
111213696402662884531_sample_0.4,motif_1,0.4,2768.16,156.12272950043715,19.976847765726944,0.15722912105372822
111213696402662884531_sample_0.4,motif_2,0.4,1480.24,74.79988859171739,22.978109090262986,0.1808507497332507
111213696402662884531_sample_0.4,motif_3,0.4,1899.56,142.0522439104712,-4.741635763420343,-0.037319362503154915
111213696402662884531_sample_0.4,motif_4,0.4,201.68,40.1047794325481,14.694507944898998,0.11565411097827533
111213696402662884531_sample_0.4,motif_5,0.4,459.24,80.74253319451073,20.76674998492609,0.16344609948293495
111213696402662884531_sample_0.4,motif_6,0.4,21.64,8.455175929571187,42.3835060305096,0.3335822287130453
111213696402662884531_sample_0.4,motif_7,0.4,521.0,50.5626673874444,22.032065505243217,0.1734048502051795
111213696402662884531_sample_0.4,motif_8,0.4,36.24,9.687965042601396,-3.534281951827309,-0.027816803299428934
111213696402662884531_sample_0.4,motif_9,0.4,21.8,6.879922480183431,27.209608907542357,0.21415505303536062
111213696402662884531_sample_0.4,motif_10,0.4,72.0,20.65994514352188,52.03305200145105,0.4095296278908885
111213696402662884531_sample_0.4,motif_11,0.4,37.12,9.566957022306866,3.645882376044106,0.028695161928107792
111213696402662884531_sample_0.4,motif_12,0.4,12.12,6.722598703874367,40.591445662632495,0.31947769731645814
111213696402662884531_sample_0.4,motif_13,0.4,0.72,0.8906926143924926,84.51849581277331,0.6652084936155085
117503822947457399073,motif_1,1,98216.6,1576.195736575886,65.60885656539853,0.06485819077629293
